TXT,Polarity,Subjectivity
Per WSQ and COM. ''',0.0,0.0
"I think you're definitely off to a good start, and you do great work here. In particular your maintenance work is certainly appreciated. However, the CSD issues pointed out by Backslash Forewardslash are too significant and common to overlook I'm afraid. I don't think it'll necessarily be bad if you're promoted, but the delete button is fairly powerful, and can result in all sorts of dramas and debates if used incorrectly. As these issues ''are'' relatively minor within the grand scheme of things, I think three months before your next nomination (should this particular discussion fail) is a sufficient period of time to gain my trust. Regards, –'''",0.07055555555555557,0.5372222222222223
Per poor CSD Tagging. Improve this and come back later.,-0.13333333333333333,0.19999999999999998
"'''Neutral''' Seems to be a well intentioned editor, but the CSD concerns me some.  I just removed an A7 tag from a [http://en.wikipedia.org/w/index.php?title=Yummy_FTP&diff=313742611&oldid=313742283 software product].  Will reevaluate, but neutral for now.  --",0.0,0.0
"Cyclonenim said it perfectly for me, great start but as with many, the CSD tags are dodgy , but overall you are a great editor. Good luck in the future! '''<em style=""font-family:Kristen ITC""><font color=""navy"">",0.5428571428571428,0.5321428571428571
'''Neutral''' - You have much potential to become a solid hard-working admin. Hopefully you'll learn from the comments written here and try again in the future. --,0.0,0.4083333333333334
"Regretfully. I generally have respect for you, Andy, though I would prefer if you had more experience first. First of all, your edit count (at just under 3,500) may be regarded as a bit thin; while [[Wikipedia:Requests for adminship/Maedin|there's no overall problem with that]], you made just 226 edits since February (only 6.5% of your total editcount), so your activity could use a boost. In other areas, your article work is good and so is your anti-vandalism work, but only 95 or so deleted edits is just not enough IMO for a candidate who plans to help out at CSD. I'm not going to go as far as to apply [[WP:NOTNOW]] to you, Andy, though some more experience would be beneficial. Cheers, '''",0.13035714285714287,0.5886904761904762
,0.0,0.0
Sorry not experienced enough. ''',-0.3,0.7999999999999999
"I'm sorry, but the answer to question 3 (""I will warn them and protect the page"") indicates you need more experience and knowledge of policy. And what are these other accounts (which I hope are not in violation of [[WP:SOCK]]) we are talking about? From your answers, I get the impression that you have got into trouble with them. ≈&nbsp;",-0.08125,0.51875
I advise this be closed…,0.0,0.0
Per WP:WHYNOT. ''',0.0,0.0
"Would have written a co-nomination if Julian hadn't transcluded this so quickly.  <small><span style=""border:1px solid #333399;padding:1px;"">",0.16666666666666666,0.3
"Control-alt-delete-enter-space-shift-tab-capslock-backspace-numlock. (Also for my observations of this user, which have been nothing but positive.)",0.22727272727272727,0.5454545454545454
"Response to me shows that his has ""CLUE."" Per Protonk and Dloh. <font color=""navy"">",0.0,0.0
"I've seen this editor around quite a bit, and always knew they would make a great sysop some day.",0.8,0.75
I'm,0.0,0.0
"[http://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=268420171], [http://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=266734366], [http://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=266502613], [http://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=265492451] and that's just at first glance. No way would I trust someone this bitey at UAA given that you've specifically said that's where you intend to work. Your use of the Google test ([http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/Nizle&diff=prev&oldid=269741269], [http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/Porkupus&diff=prev&oldid=270294375], [http://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/Jimbobbing&diff=prev&oldid=269067454] in the last week alone – that is, 50% of your AFD comments in the period) also leaves me distinctly unimpressed.&nbsp;–&nbsp;''",0.18333333333333335,0.2333333333333333
'''No'''. --,0.0,0.0
"per Iridescent, Guy.",0.0,0.0
"Per above reationales, I don't think this user would make a good admin.--",0.35,0.35000000000000003
"'''Neutral''' the UAA material is troubling.  The AfD issues raised are not.  UAA might have involved a lack of understanding or a bad day.  Probably a good admin, but I'm worried about judgment.",5.551115123125783e-17,0.6333333333333333
"'''Comment''' - According to [http://toolserver.org/~sql/sqlbot.php?user=Backslash+Forwardslash SQL's bot page], Backslash has created 145 accounts. Why would anyone need to do that? Just curious. I also note that according to the same tool his total of 3,510 mainspace edits includes over 2,500 rollbacks. These statistics are currently giving me pause.",-0.025,0.56875
'''Neutral''' It works for Switzerland.,0.0,0.0
"'''Neutral''' - boderline, sorry, see [[User:Bearian/Standards#WP:RFA_standards|my standards]].",-0.5,1.0
"'''WOAH... he's 13?!''' - Except he's not, I've never met a 13 year old who could deal with [[Wikipedia:Administrators' noticeboard/IncidentArchive520#User:CadenS and incivility concerns|these]] [[Wikipedia:Administrators' noticeboard/IncidentArchive520#User:ParaGreen13|disputes]] as well as he did. —'''",0.1,0.2
"Per what used to be my Neutral (formerly #1) and questions 6, 7, 8. Also, per Biblio and KnightLago. <font color=""navy"">",0.0,0.0
Not right for the role.,-0.14285714285714285,0.5357142857142857
"I have a lot of admiration for the candidate's obvious intelligence, dedication and good intentions.  This candidate hasn't failed; Wikipedia has failed the candidate, in the sense that everyone has cheered him on as he happily and wittily kicks people who are about to be blocked.  It's great fun, but it hurts the encyclopedia, and I agree with Bibliomaniac that, on the current track, it's just a matter of time before it all goes wrong.  RFA is the perfect time to give him feedback that will help him avoid future problems, and if this RFA doesn't succeed, let's see in 3 months whether he was able to absorb the advice. - Dan",0.23846153846153847,0.5923076923076924
I agree that this editor's mentality may not make for a suitable admin. &mdash;&nbsp;Martin <small>(,0.55,0.75
"I don't care how old are you, your actions on [[WP:DRAMA|ANI]] scares me. Will go Sideways with mop. -",0.1,0.2
"'''Neutral''' per [[User:A_Nobody#RfA_Standards]].  Good arguments at [[Wikipedia:Articles for deletion/Eve Carson]], but weak argment at [[Wikipedia:Articles for deletion/Eve Carson]] (a case of [[WP:JNN]]).  So one good, one not so good.  Regarding the block log, on one hand they were all back in 2007; however, the two blocks were for harassment and I have a zero tolerance of harassment.  Sincerely, --",0.3708333333333333,0.48750000000000004
"'''Neutral''' I've only really come across Bugs at ANI, where he makes a lot of contributions, and displays plenty of knowledge, both of procedure, and of historical admin actions. As I've mentioned in other RfAs, I think humour is important to an admin. All that being said, I can't judge how Bugs will work on the non-ANI sections of the admin role that he said he will focus on, because I can't see much evidence of working at and around NPP, CSD, RPP, AIV etc. --",0.1125,0.4625000000000001
"'''Neutral''' - I see Bugs around a lot at ANI and similar locations; his sense of humour has earned a chuckle from me now and again, but some of his comments when he's being more serious make me hesitate to think he'd do well with the tools. His comments [[Wikipedia:Administrators'_noticeboard/IncidentArchive520#Need_help_with_article_patrollers|in this discussion]] make me wary of having him able to work on deletion discussions - referring to ""deletionists"" whose ""whose mission in life here is to destroy rather than to create""... that kind of viewpoint concerns me.",0.08095238095238096,0.5416666666666666
"'''Neutral''' Recall is a hideous procedure that makes the encyclopedia worse. Neutral per pledge to be ""open"" to it.",-0.2,0.55
"Answers to questions are satisfactory, as well as contributions.",0.0,0.0
For the lulz. --,0.0,0.0
"Per Tan, OlEnglish. <font color=""navy"">'''",0.0,0.0
,0.0,0.0
"Per above and a gut feeling. I'd rather not go into what causes that.[[User:Abce2|<font face=""Fantasy"" color=""#3366FF"">Abce2</font>]]|<small>[[User Talk:Abce2|<font face=""Verdana"" color=""#0099AA"">''If you would ''</font>]]",0.0,0.1
"'''Keep''' as non admin for now, logs show pretty light on activity, with more practice desirable for file uploads.  BoP does not seem to be around long enough yet to be the recipient of a barnstar, but on the positiove side has done patrolling.  I would suggest trying again in 6 months, but await for someone else to nominate! Maybe autopatroller could be considered.",0.21999999999999997,0.62
"'''Neutral''' - Heading in the right direction, but I'm not sure if she's there yet.",0.01785714285714285,0.7123015873015872
"'''[[User:Coffee/RFA-standards|Neutral]]''' - While your answer was rather thoughtful, and knowledgeable. You left out in your entire paragraph, that BLP was the most important policy to be used on that AFD. I'm not fully satisfied with your understanding of policy at this time. --<small style=""color:#999;white-space:nowrap;text-shadow:lightgrey 0.3em 0.3em 0.15em;"">",0.3,0.6041666666666666
"'''Neutral''' While I think that some of this process has been hijacked with what can only be scientifically termed as ""having a bug up one's ass"", I think there is a lot of consensus that the applicant - while genuinely a good user - simply needs more experience. If that were the only reason to kick BoP down the well, then I can think of a few long-standing admins who should be recalled immediately, despite long and distinguished service to the Project. My main problem with RfA is that while the nomination process seems petty, removing a bad admin is like pulling teeth from Mount Rushmore. Once an admin is in the ranks, it's fairly impossible to get rid of them (assessment based on the comparison of admin removal to user removal). I expect admins to be smarter and more fair than the rest of us. If I go to an admin with a question, i expect them to know the answer or find one in short order. BoP strikes me as the sort who could do this, but if the clubhouse doesn't want him in the club, there ain't much we can say to change it. -",0.0662962962962963,0.543068783068783
"'''Neutral''' I think a little more experience may help - and in the current climate, keep away from automated tools to stop the [[wp:editcountitis|editcountitis]] going against you. '''",0.10416666666666667,0.4666666666666666
"'''Neutral'''. Generally good contributions. However I have some concerns about the answers, especially question 10.",0.35,0.8
"'''Neutral''' Courteous, yes, but needs better knowledge of policies. For example, ''why'' would a disruptive editor be banned instead of blocked? Basket of Puppies' answer doesn't show understanding of that. <font color=""#FF1493"" face=""sylfaen"">[[User:LovesMacs|Loves]]</font><font color=""#1E90FF"" face=""sylfaen"">",0.55,0.75
"I don't think you have enough experience at [[WP:AIV]], but I know you have the potential to be a good administrator in the future.  Keep up the good work. '''",0.27999999999999997,0.5650000000000001
"The disturbing lack of [[WP:CLUE]] in this reversion [http://en.wikipedia.org/w/index.php?title=Talk:Elizabeth_II_of_the_United_Kingdom&diff=prev&oldid=280208531] is evidence of why you are not yet ready for the sysop tools. Please don't go around asserting edits are vandalism when they are not. <small><span style=""border:1px solid #0000ff;padding:1px;"">",-0.09999999999999999,0.46666666666666673
"I would encourage more seasoning and activity. The answer to question one felt a bit nebulous to me, and the overall sense I get is one of not quite readiness. I appreciate the need to try to balance Wikipedia with everything else, and I acknowledge the recognition and apology over an error. We all make mistakes. How we deal with the fallout is something that decides our suitability for adminship. Adminship can be the toughest and most enjoyable volunteer job imaginable. It is very demanding of time and energy. You will need to maintain a fairly high activity level just to stay sharp and keep up with changes. If you can do this, take on board any growth recommendations from this RFA, and demonstrate sufficient policy knowledge, you will likely pass in another 3,000+ edits/6 months. Good luck and happy editing.",0.32349999999999995,0.5790000000000001
Experience a bit on the low side.,0.0,0.3
,0.0,0.0
"'''[[WP:NOTNOW|Give it some time]]''', mon frère. ~ <font color=""#FF0099"">Amory</font><font color=""#555555""><small> ''(",0.0,0.0
"Looks like a case of [[WP:NOTNOW]] to me.  <strong><font color=""maroon"">",0.0,0.0
"While the diff bothers me, it was aimed at an obvious pain in the neck of the project.  I'm pretty sure that he'll not do anything like that to someone who isn't Bambifan.",0.25,0.7962962962962963
"[http://en.wikipedia.org/w/index.php?title=User_talk:70.146.254.25&diff=prev&oldid=288163202 Not Impressive]. <small><span style=""border:1px solid #0000ff;padding:1px;"">",-0.25,0.55
"I don't think you're ready, per temperament. '''",0.2,0.5
Per {{user|Pedro}}. —,0.0,0.0
"'''Neutral''' The diff by Pedro is too recent to be overlooked.  Otherwise, I can not find any major issues.",0.03125,0.375
,0.0,0.0
"Needs more experience and knowledge of policy.  Keep up the good work!  <font face=""Papyrus"">'''<font color=#9966CC>-</font>[[User:Download|<font color=#7B68EE>down</font>]][[User talk:Download|<font color=#9966CC>load</font>]] <font color=#7B68EE>׀</font>",0.6875,0.55
'''Neutral''' Probably you should consider withdrawing the RFA and coming back in a few months because of the edit summary.  I'm sure it will be forgiven but you have to prove that you aren't likely to do it again.  I think it speaks more to the power of trolls than to your momentary weakness or I wouldn't bother commenting.,0.16,0.49777777777777776
'''Neutral''' Per Juliancolton.--,0.0,0.0
'''Neutral''' 14c worries me a bit. I would think to be adminstrator someone should be aware of the ratings system of an article and respect it. It is very easy for a small article to be curropted with misinformation becuase it isnt sourced well. This can cause issues regarding the attention of an admin from a content dispute.,0.1877777777777778,0.5499999999999999
"'''Neutral''' — I think you are well on your way to becoming a good admin. But, obviously we need to allow some time to pass between the mistakes of the past and the mop of the future, and that time needs to be filled with plenty of good decisions along the way. I have confidence that you will eventually earn the mop. Thanks for the work you already do. &mdash;",0.27499999999999997,0.503125
'''Neutral''' - liked everything until I read Pedro's diff.  <b>,0.6,0.8
"'''Neutral''' per Juliancolton, see [[User:Ben/Assume the presence of a belly-button]].",0.0,0.0
"The mind is strong but the body is weak.  (But thank you for answering my questions.)<small><span style=""border:2px solid #339999;"">",0.019444444444444448,0.48611111111111116
"Do more work, and try to get a better hold on CSD, it's something every admin (or aspiring admin) should know. '''",0.5,0.5
"I'm sure your heart's in the right place, but I wouldn't feel comfortable with someone learning admin processes on the job.",0.3952380952380952,0.7415343915343916
Neutral because of the CSD-related issues pointed out by SoWhy. –''',0.0,0.0
"'''Neutral''' due to issues regarding CSD and AIV. I suggest working in those areas and becoming more familiar with them and how they work, then coming back in 4 months or so. ···",0.24,0.445
"Of course, great work.  <font face=""Papyrus"">'''<font color=#9966CC>-</font>[[User:Download|<font color=#7B68EE>down</font>]][[User talk:Download|<font color=#9966CC>load</font>]] <font color=#7B68EE>׀</font>",0.8,0.75
"Sure. <font face=""Verdana"" color=""blue"">",0.25,0.4944444444444444
,0.0,0.0
[[User:Ben/Assume the presence of a belly-button|Assume the presence of a belly-button.]] –''',0.0,0.0
No need for another tenured admin with potential <s>civility</s> temperament and judgement issues.,0.0,1.0
Actions and attitudes held by this user make me unable to trust him with any position of power.,-0.5,0.5
,0.0,0.0
,0.0,0.0
"Sorry, but [http://en.wikipedia.org/w/index.php?title=User_talk:Wizardman&diff=prev&oldid=289775050 this], [http://en.wikipedia.org/w/index.php?title=User_talk:Groomtech&diff=prev&oldid=289776121 this], and [http://en.wikipedia.org/w/index.php?title=User_talk:Bongomatic&diff=prev&oldid=289790015 this] are canvassing. --",-0.5,1.0
"The candidate's answer to question four does not show a great deal of self-awareness or insight. I'm not sure they understand the significant opposition to their previous RfAs, or how to ameliorate concerns of inappropriate conduct or poor-decision making. I view these sorts of skills as of crucial importance in an administrator. I have not researched the candidate, so I will not pass judgement for now. <font color=""404040"">",0.15166666666666667,0.736111111111111
"For several reasons, not least of which that I've begun commenting on various !votes, I'll declare myself avowedly '''neutral'''! I may expand at length, or maybe not. Neutral.",0.049999999999999996,0.3
"I'm concerned that this user seems to be unable to adequately handle harassment and disruption from trolls, his talk page having been indefinitely semi-protected for three months now [http://en.wikipedia.org/w/index.php?title=Special%3ALog&type=protect&user=&page=User+talk%3ABQZip01&year=&month=-1&tagfilter=&hide_patrol_log=1]. He has no visible alternate talk page for IPs to contact him in good faith. Obviously, administrators need to be easily reachable by all users regardless of their auto-confirmed status. –<font face=""verdana"" color=""black"">",0.11428571428571428,0.4571428571428572
'''Neutral''' per above.,0.0,0.1
"'''Neutral''', good attitude by showing that he is willing to change. But not ready yet. Needs more time to develop as a person. '''<span style=""background:Blue;color:FireBrick"">&nbsp;",0.3375,0.5875
"'''Neutral'''. While his AfD comments aren't exactly what I'd like from an admin, he does have solid audited content work, which goes a long way in convincing me a user is here to improve the 'pedia and can learn. --<font color=""#cc6600"">",0.175,0.4375
"Absolutely. Polite, helpful, reduces drama. <font color=""006622"">",0.2,0.9
"[[User:Ben/Assume the presence of a belly-button|Assume the presence of a belly button]]. I acknowledge the opposition, but remain unpersuaded. In general, I feel that Bwilkins can be trusted to use the tools properly. –'''",0.02500000000000001,0.3
I'm,0.0,0.0
"Perhaps the unseemly saga described by Goodmorningworld below was out of character, but it happened too recently, to be dismissed as such. --",0.0,0.375
"'''Hell no''' He displayed HUGE civility issues during my only encounter with him. [http://en.wikipedia.org/wiki/User_talk:Tavix/Archive_2#ANI_pt_2 see here], [http://en.wikipedia.org/w/index.php?title=User_talk:Bwilkins&oldid=261032884#Editing here] [http://en.wikipedia.org/wiki/Wikipedia:Administrators%27_noticeboard/IncidentArchive503#User:Bwilkins and an AN/I I filed]. I got into a little edit war with him, and although I apologized afterward for my part in it, he refused to apologize to me and told me to stop. [http://en.wikipedia.org/w/index.php?title=User_talk%3ABwilkins&diff=261068035&oldid=261032884 diff]. This is behavior that should not be displayed in an admin and such behavior towards other people could scare off people. <small><span style=""border:1px solid #000000;padding:1px;"">",0.014583333333333328,0.5625
"'''Neutral''' - I believe that people should not be judged over single incidents which may be out of character, but do believe that the above incident is of concern. <font face=""Trebuchet MS""><b>—&nbsp;",-0.03571428571428571,0.15714285714285714
'''Neutral''' per Res2216firestar. ''''',0.0,0.0
"Yup, even if the last contact I remember was an argument :P <small><span style=""border:1px solid #339933;padding:1px;"">",0.25,0.3888888888888889
"Good user from what I have seen.  Good luck, <font  face=""georgia"">'''",0.7,0.6000000000000001
Good candidate who has the experience to make a fine admin - good work! ''',0.6638888888888889,0.5666666666666668
''',0.0,0.0
"'''Suppport'''. I know you have a good handle on how stuff works and you're both clueful and civil. Reviewing your work, I must say that it looks good, but I want to make a suggestion: please re-read the speedy deletion criteria, particularly [[Wikipedia:CSD#G1|G1]]. [http://en.wikipedia.org/w/index.php?title=Special:Undelete&target=Disses&timestamp=20081213002238&diff=prev This], [http://en.wikipedia.org/w/index.php?title=Special:Undelete&target=Brimacombe_anne&timestamp=20081213002621&diff=prev this], and [http://en.wikipedia.org/w/index.php?title=Special:Undelete&target=Conrad_Edgar&timestamp=20090225193802&diff=prev this] are not patent nonsense, and I would say that [http://en.wikipedia.org/w/index.php?title=Special:Undelete&target=Sophie_neil&timestamp=20090225170059&diff=prev this] isn't either, but that one is debatable, I suppose. I must apologize, though, because those links are admin only, so you won't be able to see them for a week, or if you'd like, I could temporarily repost the content for your personal edification.",0.3444444444444444,0.5763888888888888
"'''Suppport'''. I see no reason why not. Ceran would make a very good admin. <font face=""Verdana"">",0.9099999999999999,0.7800000000000001
'''Suppport''' [[WP:WTHN|Why the hell not?]],0.0,0.0
'''Thought he was already an admin''' would make a darn good one ;-)--,0.475,0.8
Weakly - please take it slowly if you pass. ''',-0.3375,0.5125
"I very rarely, if ever, comment on RFAs, but this user has always stuck out -- and not in a positive way.  I'm sure they mean well, but as Moni pointed out above, their reviewing has been less than stellar, and that continues to this day; this makes me question whether they are capable of and/or willing to assess an article's quality, or if they are just simply more concerned with earning barnstars.  When [[Hell's Gate National Park]] was erroneously passed as GA, I commented on the talk page with my concerns and received no reply from them.  Then, when the same article was taken to GAR in January of this year, still in very poor shape, Ceranthor stated that they ""kind of pass[ed] the article in AGF. Honestly as the primary reviewer I felt it was rather borderline myself, and I'd be glad to participate in bringing it so that it is not quite so close to the edge.""[http://en.wikipedia.org/w/index.php?title=Talk%3AHell%27s_Gate_National_Park%2FGA2&diff=262172707&oldid=261971724]  A few weeks later the article was delisted due to inactivity.  To me, this shows a lack of initiative.  Besides, what does [[WP:AGF|good faith]] have to do with the GA criteria?  Last summer I left [http://en.wikipedia.org/w/index.php?title=User_talk%3ACeranthor&diff=229093264&oldid=229090845 a note] on their talk page about their brief review for [[Farthest South]], which lasted all of [http://en.wikipedia.org/w/index.php?title=Wikipedia:Good_article_nominations&diff=prev&oldid=229088896 two minutes]; the [http://en.wikipedia.org/w/index.php?title=Talk%3AFarthest_South&diff=229094050&oldid=229002451 review] looks it, too.  Less than two months ago I saw that they suddenly dropped their review for [[Talk:Capella (star)/GA1|Capella (star)]] after nearly a month of inactivity (according to their contribs he/she was editing actively elsewhere).  They left a cryptic edit summary (""[http://en.wikipedia.org/w/index.php?title=Wikipedia:Good_article_nominations&diff=prev&oldid=273242253 withdrawing review]"") at the GAN page, but no notice elsewhere.  The review was finished by someone else, and the article ultimately passed, but despite a message on their talk page that is still there now, there was no explanation for Ceranthor's delay or lack of communication.  Bad form; even if they were busy, a quick, apologetic note would have been common courtesy.  If Ceranthor is given the administrator tools, will they continue to be uncommunicative or willing to take initiative? <span style=""font-family:verdana"">",0.06107174688057043,0.4750542186571598
"Reluctant neutral. I have worked with Ceranthor immensely, and have enjoyed his presense since I met him. However, the recent ""retiring"" from RFA is worrying. ~<strong>'''''",0.16666666666666666,0.65
"Neutral for now. Pedro's mentoring page has raised some issues for me, and I'd need to see the responses to the questions above before committing one way or the other. --",-0.0625,0.2375
"Neutral for now.  I'm not so happy with the answer to the ""disputes"" question.  An admin shouldn't be too assertive, but needs to be more assertive than ''that''.  I'll wait to see answers to more questions.  Certainly plenty of experience.",0.5035714285714286,0.6428571428571428
"'''Aye''' This is an editor I have known since almost their very first edits. I had concerns previously, but Ceranthor has worked hard, demonstrated both knowledge and a <s>clam</s> calm approach, and would be of a great benefit with the tool set. I would, however, still advise one thing - ''If in doubt - don't''. Best wishes. <small><span style=""border:1px solid #0000ff;padding:1px;"">",0.28095238095238095,0.4345238095238095
"Net positive. <font color=""navy"">'''",0.11363636363636363,0.2727272727272727
"I accept the answer to my question: one thing I've not liked is dismissing other people's questions and responses as ""badgering"" when it's clearly not so. I dislike it even more when admins do it. Thank you for answering and clarifying.",0.0062500000000000056,0.5145833333333334
Seems to have clue.,0.0,0.0
Isn't he an admin? ;),0.25,1.0
"The candidate admits in Q7 to having had ""maturity issues"" as recently as two months ago, and some of the answers to questions seem to be at best rather shallow. The childishness evident in the answer to Q3, coupled with the candidate's age, persuade me that this editor is not ready to be an administrator. --",0.16333333333333336,0.36
"'''Not yet''', basically per 14a, 14b and particularly 14c.  I'd encourage this candidate to think a bit harder about policies, guidelines and essays; I think his answers show he doesn't yet understand clearly enough the rules he's signing up to enforce.—",0.022222222222222216,0.27777777777777773
,0.0,0.0
"'''Yeah, no''' - way too much drama, way too much pointiness, topicban, way too much editwarring, and utter non-answer to my question. Also the very odd asking for a nom, stating in various places that he had 'stumbled into' a nomination, then delaying it for weeks. Not admin criteria by any stretch of the imagination. //",0.0638888888888889,0.4041666666666666
"''""We need to be vigilant to prevent character assasination and damaging content that violates our guidelines from being put into biographies. I think the guidelines are appropriate, but I understand there are major concerns about enforcement and supervision. My only personal experience with difficulty in reigning in edits that seem inappropriate is on Irfan Yusuf.""'' Need I say more? --",0.2125,0.5599999999999999
'''Not a chance''' —,0.0,0.0
"There are lots of things that I like about this candidacy. I think that asking Dougstech for a nomination despite not sharing his  views on adminship was an interesting and amusing ploy; I respect having a clean block log despite some controversial work. But ""[[Talk:Tina_Turner#Lead_section_issues|Whoever is designating them as GA, if this statement is to be believed, is totally incompetent or has their head in their ass]]"" was only in February and I don't want admins who talk about fellow editors that way. Also re Political editing, a classic political tactic is to stereotype an opponent as primarily representing one ethnic, gender or geographic community and by implication not representing a large part of the electorate that elected them. If you're going to work on Political biographies you need to be able to spot subtle attacks like that. ''",0.186734693877551,0.5026360544217687
As above. ''',0.0,0.1
"'''No thank you''' - drama central as it is - would be even worse if granted the tools.<small><span style=""border:1px solid #0000ff;padding:1px;"">",-0.13333333333333333,0.31666666666666665
"I have serious concerns over your ability to remain neutral when using admin tools - you haven't had a great record of that as a regular editor, and the amount of drama that seems to follow you everywhere causes further worries. ~ <font color=""#228b22"">",0.11666666666666668,0.49839743589743585
"Serious concerns about this user's judgement due to the two direct approaches to users the community obviously does not hold in good standing.  I do not believe it would be wise to have an administrator who sees nothing wrong with an RfA nomination from DougsTech, Giano or ScienceApologist, all three of which have had genuinely worrying run-ins with the community.  <small><span style=""border:1px solid #000066;padding:1px;"">",0.10462962962962961,0.549074074074074
"'''Oh, Come On'''  Joke nom from the start.",0.0,0.0
"Well now. After reading the brouhaha that ensued over this ''before'' transclusion, I am surprised this went live-- bad judgment? 19-- admitted bad judgment just this month. Too soon. 18 dropped the ""troll"" bomb. Too likely to fuel rather than extinguish a blaze. 1. Running through CSD to unilaterally reverse CSD's? We have DRV for that-- too likely to wheel war.  I could be wrong, but I have the impression that the candidate is someone whose ''temperament is unsuited for adminship.",-0.2704545454545454,0.7916666666666666
"The judgment and behavioral issues are one thing, but the nomination leads me to question how seriously CoM takes this. –'''",-0.3333333333333333,0.6666666666666666
"I'm uncomfortable with the level of drama, that's all. '''",-0.5,1.0
"'''He isn't already?''' except I knew he wasn't. Chzz is helpful at [[WP:AFC|AfC]], answers those ever-important {{tl|helpme}} questions and is a great article contributor. <span style=""font-weight: bold; color: #404080"">",0.5666666666666667,0.7083333333333333
"'''YES, PLEASE'''",0.0,0.0
Moved from neutral. ''',0.0,0.0
,0.0,0.0
"I haven't dug deep into Chzz's history the way most of you have, and since I'm not an admin I'm not even sure if I'm qualified to post anything here, but I just wanted to say that Chzz was extraordinarily helpful and pleasant during my recent interaction with him/her, and from my standpoint as a casual Wikipedian, it's always really nice to come across an admin like that. –",0.2708333333333333,0.7340277777777777
Delayed. No brainer. ''',0.0,0.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
"Sorry, too many concerns have been brought up in opposition. '''",0.0,0.75
"Per (i) [http://en.wikipedia.org/w/index.php?title=Template_talk:Did_you_know&diff=prev&oldid=295564893 this] DYK diff by PeterSymonds. Putting that hook on the ''main page'' might surely discredit wikipedia and clearly ''pushing'' to do that was against all formal and informal policies. Thinking about well-being of WP is a must and one fault of this kind could cost too much. Per (ii)  unexplained Q19. I've slept over this and realized that with all my admire to Chzz's enormous dedication and hard work for WP, I can't advise admin privileges until the case is explained.",0.15312499999999998,0.5184027777777778
Per checkuser findings. Undisclosed sockpuppetry. &mdash;,0.0,0.0
"On account of the sockpuppetry. <small><span style=""border:1px solid black;padding:1px;"">",0.0,0.1
"Infinitely sorry ~ <font color=""#FF0099"">Amory</font><font color=""#555555""><small> ''(",-0.5,1.0
"'''Neutral''': While I have not interacted much with Chzz in recent months, my extended interaction with him back in March related to the article [[OnMobile]] and other editors concerns about his CSD tagging has me concerned that he will be a little too quick on the delete button.  The OnMobile issue came up when he [http://en.wikipedia.org/w/index.php?title=OnMobile&diff=275334795&oldid=263792633 tagged the article as spam].  I [http://en.wikipedia.org/w/index.php?title=OnMobile&diff=275350309&oldid=275334795 declined the speedy] as I thought that the article was a mess, but not blatant spam.  [http://en.wikipedia.org/w/index.php?title=OnMobile&action=historysubmit&diff=275350779&oldid=275350309 I cleaned up the article a little and tagged it for additional cleanup].  I [http://en.wikipedia.org/w/index.php?title=User_talk:Gogo_Dodo&diff=275363111&oldid=275244459 received a message] from Chzz asking me to reconsider my decline citing [[WP:COMMONSENSE]] which I found a bit odd.  My exchange with Chzz about the tag and decline is a bit easier to follow reading his [[User_talk:Chzz/Archive_2#Re: OnMobile|archive]].  After this, we both ended up editing the article and I felt that Chzz was being overly aggressive in trying to lead the article towards failing to meet notability requirements or removing what he perceived as spam. I point to the article history and the [[Talk:OnMobile|talk page for details]]. --",-0.005303030303030302,0.3318181818181818
"'''Neutral''' - I have only seen Chzz as helpful, but the CSD stuff worries me. Also, some of the links suggest that Chzz might become a bit hot-headed at times. If Chzz works on the two issues stated above, he will make a fine admin.",0.1388888888888889,0.5333333333333333
'''Neutral''' Ditto Unionhawk and Airplaneman.  --'',0.0,0.0
,0.0,0.0
"'''Neutral'''. Questionable CSD work. Otherwise, generally good contributions.",0.09999999999999998,0.8
"'''Neutral''' He's a great editor, and helped me out on IRC when it really wasn't something he was into, but after looking through the above decision and especially the CSD stuff, I don't know which side to really take.--",0.24,0.45
Don't wish to pile on.,0.0,0.0
"For a user with such a tarnished history, I don't see any compelling reason to take the dive and give you the mop. You don't appear to have an urgent need for the tools, and don't plan on doing anything really special with them. You can still be a good editor without being an admin, and you can report vandals to AIV, lurk at AN3 and help give opinions in the more difficult disputes, etc. But unfortunately, I don't know if a user with your history can have the community's trust with admin tools. <b class=""Unicode"">",0.12244897959183675,0.6816326530612244
Vandalizing [[holocaust denial]] two days before submitting an RfA makes it pretty unlikely to pass.,-0.125,0.75
"Recent vandalism = no. Regards, --—<small><span style=""border:2px solid #340383;color:#5a3596;padding:1px"">",0.0,0.175
Totally agree with Tan. ''',0.0,0.75
Count me as in agreement with Tan (and Miranda). No problems that I can see here. --,0.0,0.0
