username,total_score
Shudda.nz,N/A
Shutterbug,495
Sickdrummerkid,122
Sigma995,113
Sillyfolkboy,"1,033"
Silverhand,650
Simetrical,739
Simonides,554
SimsFan,469
Singularity,863
Sippan,392
Sirmelle,N/A
Siva1979,827
Sjsharksrs,495
Skaz,156
Skier,N/A
Skittle,624
Skudrafan1,842
Skyemoor,533
Slakr,"1,256"
Slavik,N/A
Slideshow,100
Slon02,"1,201"
Slumdog102,409
Smartse,"1,234"
Smerk,100
Smit,100
Smitty494,257
SmokingNewton,670
Smurrayinchester,950
Snalwibma,732
Sneltrekker,344
Snottywong,104
Snowolf,"1,055"
SoLando,932
Sobar,117
Sodacan,674
Solarusdude,582
Solitude,599
Some,105
Someone,N/A
Somno,929
SonicChao,N/A
Sophrosune,403
Sors,N/A
Soumyasch,886
Southern,132
Soxred93,103
Sp3000,567
SpaceFlight89,768
Spacevezon,711
Sparklism,"1,001"
Spasage,888
SpeakFree,109
Specs112,870
Spencer,"1,047"
SpiderJon,706
Spinach,N/A
Splarka,609
Spobmur,192
Spudicus,258
Squalla,491
Squiddy,712
Srikeit,"1,022"
Ssilvers,N/A
St.isaac,102
Staffwaterboy,107
Stangbat,439
Starblind,"1,000"
Starx,612
StayinAnon,474
Steel1943,N/A
Stefan,245
Stemonitis,N/A
StephenBuxton,N/A
Steschke,559
SteveO,767
Stevenfruitsmaak,715
Stevey7788,901
Stickee,987
Stillstudying,424
Stockdiver,403
Stormbay,858
Str1977,791
Streamwater,274
Strikerforce,999
Strothra,N/A
Stubbleboy,780
Stwalkerster,"1,161"
SudoGhost,104
Suicidalhamster,700
Sumalsn,567
SunCreator,403
Sunderland06,862
Sunshine4921,584
Super,N/A
Superbfc,143
Superm401,104
Suriel1981,949
Susanlesch,N/A
Suva,568
Swaq,759
Sweetiepetie,615
Swirlix,406
Sycthos,730
Syndrome,100
Syrthiss,"1,116"
T,804
TAnthony,N/A
TC3132011,110
TDS,511
THF,950
TKD,934
TMS63112,713
TRLIJC19,764
TUF-KAT,844
Tabor,653
Taelus,920
Tails0600,335
Talrias,717
Tankred,669
Tanya,N/A
Tarc,700
Tarret,817
Taubblindheit,420
Taxwoman,504
Tbhotch,N/A
Tdinatale,135
Tearlach,637
TedE,757
Teggles,582
Teketime,178
Tellyaddict,753
TenOfAllTrades,918
Tennis,N/A
TerraVentura,115
TerriersFan,N/A
Teryx,451
Tewfik,678
Tezeti,611
Tgv8925,621
Thargor,120
Thatcher,"1,040"
The-Pope,"1,119"
TheCoffee,860
TheEditrix2,521
TheGrappler,802
TheKMan,773
TheNobleSith,480
ThePHAdvocate,112
TheQuandry,572
TheSeer,625
TheWeakWilled,840
Theclerkswell,129
Thegoodlocust,100
Thejadefalcon,883
Thelittlegreyman,421
Theo10011,558
Theonesean,621
Theseeker4,841
Thewinchester,737
ThinkBlue,765
Thogo,586
Thorncrag,846
Thparkth,921
Throwaway85,651
Thumperward,"1,145"
Thuresson,637
Tide,N/A
Tijuana,N/A
Tim!,N/A
TimBentley,720
Timc,673
Timl2k4,104
Timothy001,330
Tinkleheimer,724
TipPt,403
Titopao,835
Tjstrf,N/A
Tmalmjursson,107
Tnfiddler,219
Toddst1,"1,300"
Togepi,108
Tom,964
TomTheHand,869
Tombstone,N/A
Tommy2010,859
Tomruen,900
TonyBallioni,"1,300"
Tonywalton,941
Torchiest,"1,033"
Tothebarricades.tk,731
TowTrucker,103
Tra,687
Tragic,N/A
TransporterMan,975
Traxs7,771
Tree&Leaf,420
Trevdna,724
Trialsanderrors,750
Triona,723
Troikoalogo,103
Tropicality,350
True,N/A
Truthanado,934
Trysha,707
Tubezone,739
Tufflaw,660
Turbinator,532
Turnstep,709
Tuxedo,N/A
Tvoz,"1,028"
Twinkler4,667
Twp,102
Tymek,594
Tznkai,869
USS,N/A
Uber,102
Ubiq,511
UgenBot,422
Ukrained,642
Umofomia,632
Uncle,N/A
Unfocused,682
Unioneagle,727
UniversitySchool08,307
Unscintillating,777
Uppland,750
Uris,555
Useight's,N/A
Username132,N/A
Utcursch,N/A
UzEE,746
VD64992,223
VQuakr,"1,200"
Vacuum,629
Valenciano,"1,174"
Valmi,528
VanTucky,106
Vanky,545
Varizer,481
Vay,N/A
Veesicle,583
Veledan,562
Vensatry,"1,054"
VerruckteDan,706
Veyklevar,574
Vic,100
Vickser,741
Videmus,0
Vildricianus,505
Vini,N/A
ViolinGirl,543
Virtual,N/A
Visik,757
Vitaly,399
Vivin,713
Vlad,725
Vmv,654
Voice,N/A
Volunteer,105
Voyagerfan5761,102
Vsion,806
Vulturell,565
W.marsh,N/A
WBOSITG,102
WFCforLife,114
WLU,917
Waacstats,N/A
Waerth,521
WaitingForConnection,748
Wally,621
Wandalstouring,638
Ward3001,714
Warofdreams,979
Warrens,N/A
Wasbeer,550
Water,N/A
Wctaiwan,788
WearingSunglasses,135
Webdinger,619
Wehwalt,N/A
Weirdy,611
Werdan7,677
Wereon,688
WesleyPinkham,N/A
Weyes,702
WheezyF,436
Whipmaster,478
WhiteWriter,N/A
Whopper,N/A
Whstchy,N/A
Wiggles,333
WikHead,740
WikiFanatic,N/A
WikiPuppies,N/A
WikiZorro,739
Wikid77,814
Wikidude57,443
Wikimaster97,488
Wikipedian2,712
Wikipedical,938
Wikireader41,716
Wikizach,506
Wile,N/A
William,100
Willking1979,"1,003"
Willsmith3,572
Wimvandorst,696
Winger84,641
Wisden17,811
Wittylama,974
Wj32,100
Wknight8111,435
Woggly,711
Womble,614
Woohookitty,N/A
WorldTraveller101,599
Wouterstomp,732
Writegeist,554
Wsanders,593
Wuhwuzdat,948
Wyv,N/A
XDanielx,822
Xaosflux,"1,252"
Xcali,679
Xebat,323
Xenocidic,513
Xezbeth,N/A
Xiong,679
Xoloz,865
Xtreambar,753
Xy7,102
Y0u,725
Yahel,100
Yamaka122,636
Yamara,739
Yankees10,N/A
Yappy2bhere,778
Yehudi,261
Yellowbeard,392
Yeltensic42.618,100
Yidisheryid,705
Yksin,813
Ynhockey,937
Yomangan,508
Yoninah,810
Yoshiah,N/A
Youngwebprogrammer,358
Yowuza,653
Yskyflyer,501
Yunshui,"1,156"
Yutsi,964
ZabMilenko,758
ZacharyS,420
Zagalejo,"1,085"
Zalgo,780
Zanorath,273
ZappaOMati,N/A
Zazou,606
Zeerus,508
Zeng8r,"1,012"
Zeq,687
Zerida,569
Zetawoof,854
Ziggurat,713
Zivko85,551
Zocky,750
Zora,758
Zpb52,937
Zvn,771
a,516
ais523,778
araxen,159
behmod,415
bob000555,165
cchan199206,N/A
cocoaguy,967
culverin,609
davidwr,896
djorgensen,249
drunkenmonkey,721
ed,720
evrik,"1,019"
foxdude333,283
giggy,836
gwickwire,829
here,731
icewedge,168
intelati1,254
jeremycec,230
jonny-mt,"1,036"
kennedy,N/A
leevanjackson,633
madhero88,859
mendel,712
mrg3105,613
nenyedi,657
nneonneo,899
orngjce223,103
pfctdayelise,657
preschooler.at.heart,576
rmosler2100,889
segv11,710
soren9580,N/A
staffwaterboy,107
teh,100
thesydneyknowitall,472
tiny,104
tqbf,704
unforgettableid,897
waqas.usman,623
wpktsfs,544
ybbor,755
{{{User,N/A
Þjóðólfr,533
Вasil,629
පසිඳු,N/A
石,420
