username,total_score
Solenodon,432
Solumeiras,832
Someguy0830,N/A
Something,261
Sonic,100
SoothingR,N/A
Sorna,100
Soulkeeper,622
Souravmohanty2005,621
Soviet,N/A
Soxwon,612
SpLoT,797
SpacemanSpiff,"1,260"
Sparkhead,106
Spartaz,"1,066"
Spawn,N/A
Special,N/A
Spell4yr,650
Sphilbrick,N/A
Spike,579
Spinningspark,"1,027"
Splintax,636
Springeragh,711
Sputnikcccp,619
Squeezeweasel,646
Sreejithk2000,836
Ssbohio,641
Sswonk,712
StabiloBoss,540
Stan,N/A
Stanstaple,432
Starionwolf,649
Status,"1,070"
Ste4k,598
Steelerfan-94,611
Steiger,369
Stephanie,N/A
Steptrip,N/A
Steve2011,814
Steven,N/A
Steveo2,548
StewieGriffin!,103
Stilgar135,607
Stirling,297
Storkk,877
Stormtracker94,N/A
Strange,N/A
Strikehold,848
Striver,797
Stuart.Jamieson,631
StuffOfInterest,956
Subversive,411
Sugaar,633
Sulmues,726
Sun,N/A
Sunborn,688
Sunray,717
SupaSoldier,557
SuperMachine,111
Supergeo,437
Surachit,844
SusanLarson,684
SushiGeek,N/A
Sverdrup,673
Sweet,N/A
Swirlboy39,N/A
Swtpc6800,580
SynKobiety,236
SyntaxError55,716
Szumyk,439
T-rex,726
TBloemink,718
TCO,628
THE,0
TJDay,494
TML.zh,N/A
TParis00ap,102
TShilo12,813
Tabercil,"1,038"
TacoDeposit,102
Taggard,589
TallMagic,581
Tango,827
TantalumTelluride,687
Taragui,555
Taroaldo,890
Tasco,102
Tawker,987
Tbc2,534
Tcrow777,558
TeaDrinker,"1,142"
Technical,N/A
Teemeah,N/A
TehKewl1,N/A
Telex,618
TempName1,N/A
Tenebrae,N/A
Terinjokes,349
Terraxos,100
Terryeo,452
Testmasterflex,310
Textorus,765
Tgies,745
Thanatosimii,637
That,320
Thatguy96,586
TheBlueFlamingo,738
TheDaveRoss,447
TheFuzzyFive,212
TheIrishWarden,761
TheM62Manchester,738
TheOtherBob,586
TheProf07,676
TheRealAntonius,571
TheSpecialUser,N/A
Theblog,432
Thedagomar,N/A
Thehelpfulone,"1,125"
Thelb4,619
Themindset,721
Theone00,637
TheronJ,681
Thetruthbelow,N/A
Thingg,"1,127"
Thistheman,659
Thomasiscool,528
Thorsten1,606
Thright,573
Thue,"1,180"
Thunderwing,708
Tickle,N/A
TigranTheGreat,524
Tilman,561
Tim4christ17,236
TimPope,N/A
Timichal,495
Timotheus,N/A
Timtrent,"1,200"
Tintor2,970
TitanOne,738
Tizio,791
Tlim7882,704
Tnarg,100
Tobias,261
Toffile,577
Tokyogirl79,120
TomStar81,"1,109"
Tombomp,844
Tomlillis,542
Tomnason1010,446
Tony,100
TonyW,537
Topbanana,813
Torinir,682
Tovian,447
Toytoy,754
Tractorkingsfan,565
Trampled,486
Travellingcari,100
Trebor,903
Trees,100
Trey,823
Trijnstel,727
Tristan,N/A
Tronglewagon,108
Truco,830
Trusilver,"1,050"
Truthsort,655
Tsynergy,289
Tucoxn,910
TummellIl,135
Turian,706
Tutmosis,626
Tv316,621
Twenty,N/A
Two-Sixteen,328
TyA,700
Tyrol5,"1,172"
U.S.A.U.S.A.U.S.A.,593
Uapatriot,429
Uberisaac,434
Ugen624,105
UkPaolo,"1,069"
Ultramarine,760
UnbelievableError,601
Undead,N/A
Uninsureddriver,N/A
UnitedStatesian,N/A
Unscented,713
Until(1,N/A
Urdna,609
Urthogie,650
User:Tree,N/A
Usrnme,102
UtherSRG,N/A
V.,N/A
VK35,544
VX,756
Vague,690
Valfontis,"1,148"
Van,N/A
VandleBlaster,120
Vaoverland,740
VasileGaburici,112
Vecrumba,779
Veinor,818
Vengeful,100
Veritas,N/A
Vertium,757
Vianello,"1,123"
Vicki,100
VictorianMutant,723
Vikingstad,558
VincentValentine29,102
Vintei,547
Viridian,638
Vishnava,736
Visorstuff,638
Vivaldi,570
Vizcarra,770
Vltava,539
VodkaJazz,631
Voltron,539
Vortexrealm,730
Vpopescu,421
Vugar,N/A
Vyzasatya,488
WATP,727
WCityMike,N/A
WJBaway,258
WOT,621
WacoJacko,839
Waggishmab,229
Wallie,661
Walton,132
Wangxuan8331800,593
Waris,102
WarpstarRider,729
Warrush,722
Watchdogb,612
Wayne,568
Weakopedia,616
WebHamster,794
Wee,N/A
Weikang,343
WeniWidiWiki,709
Werdnabot,665
Wesley,623
Wetman,870
WhatamIdoing,"1,066"
Whereizben,630
Whispering,990
Who,843
Whpq,"1,175"
Widr,N/A
Wii,N/A
WikiCopter,812
WikiMan53,573
WikiSpaceboy,370
Wikibofh,830
Wikidemon,894
Wikihermit,N/A
Wikipedialuva,879
Wikipediarul,N/A
Wikipeedio,598
Wikiwoohoo,102
Wildthing2022000,272
WillMak050389,669
Williamborg,827
WillowW,651
WilyD,917
Wine,100
Winklethorpe,458
Wissahickon,215
Wizrdwarts,N/A
Wjhonson,820
WmE,415
Wolfman,636
Woody,"1,054"
Wooyi,N/A
Wossi,567
Wrestlinglover,831
Wronkiew,829
Wtmitchell,"1,082"
Wwoods,853
X42bn6,724
Xania,686
Xavexgoem,976
Xdamr,830
XenoNeon,426
Xerocs,454
Xihr,628
Xnuala,741
Xrblsnggt,613
Xurtio,435
Xyzzyplugh,719
Yaf,638
Yakudza,716
Yamanam,542
Yankee,N/A
Yannismarou,823
YechielMan,134
YellowFives,723
Yelsent,208
Yessrao,540
Yintan,"1,040"
Yngvadottir,"1,049"
Yoenit,783
Yonatanh,2
Yorkshirian,671
You,N/A
Yousaf465,703
Yrtneg,103
Yuckfoo,663
Yury,N/A
Z4ns4tsu,574
ZachInOhio,282
Zad68,"1,192"
Zaian,809
Zanhe,"1,067"
Zaorish,446
Zaui,705
Zedd,N/A
Zello,744
Zephyr2k,N/A
Zerbey,740
Zero1328,616
Zhatt,712
Zink,127
Zmmz,430
ZooFari,904
Zouf,548
Zsinj,"1,059"
^^James^^,547
ackoz,487
andrewrox424,N/A
aviper2k7,671
blurpeace,"1,068"
casmith,100
chandler,749
crazytales,"1,042"
danno,100
deeptrivia,766
dotKuro,567
east718,"1,112"
elpincha,567
filelakeshoe,"1,150"
gadfium,N/A
gppande,716
helohe,640
iBen,108
ilikepie2221,671
jamesooders,648
jmason888,N/A
jæs,576
ktr101,978
lovelaughterlife,N/A
maxviwe,N/A
mikkalai,N/A
nabilmmezher,244
nixeagle,851
oo64eva,714
pearll's,N/A
pianoman87,118
rebskii,639
ryanpostlethwaite,N/A
smoddy,102
spider1224,442
tdwin476,523
thedjatclubrock,697
thunderboltz,944
tomf688,102
tszho1997,N/A
violetriga,917
wknight94,"1,088"
xeno,"1,291"
zeeyanketu,110
Ævar,100
Σ,"1,002"
ברוקולי,626
とある白い猫,819
