username,total_score
Solarra,"1,071"
Solipsist,831
Soman,916
Someguy1221,"1,062"
Somitho,N/A
SonicAD,660
Sophitus,702
SorryGuy,869
Soulresin,333
South,N/A
SoxBot,N/A
Sp00n17,529
Space,N/A
Spacepotato,898
Sparkit,705
Spartiate,535
Spazure,711
Speciate,724
Spellcast,"1,074"
SpiceMan,594
SpikeToronto,890
Spitfire,954
Spm,439
Spryde,N/A
Spyfox5400,250
SquidSK,878
Srevi,148
Sseballos,N/A
St.daniel,787
Staffelde,634
StanZegel,622
Star,N/A
StarryEyes,592
Staxringold,911
Steel,908
Steelviper,294
Steinsky,798
Stephen,"1,182"
Stereotek,533
SteveMcCluskey,718
StevenBlack,595
Steveshelokhonov,514
Stfg,697
Stillnotelf,659
Stlemur,105
Storm,N/A
Stormz,323
Stratosphere,674
Strikeout,100
Stromcarlson,527
Stuartyeates,"1,020"
Stupid2,445
Subwayguy,796
Sugarpine,385
Sultec,612
SunCountryGuy01,710
Sundar,780
Sunsetsunrise,497
SupaStarGirl,573
SuperMarioMan,"1,158"
Superlex,557
Surajt88,791
SusanLesch,870
Susvolans,659
Svetlana,N/A
SweetCarmen,454
Swirlex,489
Sxeptomaniac,620
Synchronism,835
Syrcro,423
Szyslak,825
T.,N/A
TBrandley,N/A
TDC,674
THEN,N/A
TJRC,"1,132"
TML1988,N/A
TREYWiki,N/A
TTTSNB,104
TabooTikiGod,529
Tadija,N/A
Tagishsimon,964
TallNapoleon,821
Tangotango,812
Tanthalas39,"1,012"
Tarawneh,606
Tarquin,666
Tasoskessaris,108
Taxman,851
Tbeatty,N/A
Tdevries,500
Tealwisp,563
TeckWiz,N/A
Teeninvestor,710
Teke,N/A
Tellarin,678
Tempodivalse,835
Tenmei,102
Terra,N/A
TerrenceandPhillip,N/A
Terse,485
Tevildo,768
Texture,781
Tgr,493
Thankyoubaby,N/A
ThatPeskyCommoner,890
The,N/A
TheChief,363
TheDestitutionOfOrganizedReligion,325
TheGeneralUser,"1,034"
TheIslander,N/A
TheNautilus,544
TheOverflow,418
TheProject,856
TheRedPenOfDoom,900
TheTrueSora,511
Thecheesykid,701
Thedreamdied,567
Theirrulez,597
Theleftorium,906
Thenub314,600
Theoneintraining,573
Thesaddestday,552
Thewanderer,691
Think,N/A
Thivierr,962
Thompson.matthew,768
ThoseStarsBurnLikeDiamonds,102
Thrillainmanila,142
Thumbelina,414
ThuranX,803
Tiddly,100
Tijfo098,636
Tim,N/A
Tim62389,N/A
TimVickers,"1,119"
TimidGuy,731
Timothy,628
Timwi,879
Tinucherian,874
Titodutta,N/A
Tjc,455
Tlogmer,698
Tnayin,514
Tobyk777,605
Tofutwitch11,904
Tolly4bolly,"1,016"
TomStar810,246
Tombseye,555
Tommy,100
Tompw,823
Tony1,N/A
Tonym88,593
Topher385,917
Torreslfchero,103
Tow,916
Tparameter,575
Traditional,N/A
Transity,740
TravisTX,956
Tree,296
Tregoweth,809
Trey56,347
Trilobite,747
Trnj2000,653
Trooperz,144
Truco9311,N/A
TruthCrusader,549
Tryptofish,"1,091"
Ttyre,445
TucsonDavid,767
Tuomas,606
Turningpointe,171
Tutthoth-Ankhre,457
Tvaughn05,576
Twilight,458
Twooars,681
Tyler,708
Tyson,100
UBeR,656
Ubelowme,645
Ubikwit,568
Ugen64,787
Ukexpat,"1,200"
Umedard,523
Uncke,N/A
Underneath-it-All,628
UninvitedCompany,870
Universal,164
Unschool,878
UntilItSleeps,N/A
Urhixidur,868
Useight,"1,130"
UserVOBO,N/A
Utan,N/A
Utopianheaven,478
V838,107
VKokielov,540
Vacation9,"1,009"
Vald,659
Valley2city,"1,086"
VanM,140
Vanisaac,904
Variable,102
Vassyana,878
VectorPosse,544
Vejvančický,"1,007"
VenomousNinja,N/A
VernoWhitney,"1,110"
VeryVerily,713
Vibhijain,921
VickiZ,462
Victuallers,N/A
Vilcxjo,488
Vinh1313,N/A
Violetriga,917
Viriditas,N/A
Vishwin60,102
Visviva,921
VivianDarkbloom,579
Vizjim,737
VltavaHF,141
Vodomar,401
VoltronForce,103
Voui,473
Vrubel's,N/A
Vulcanstar6,462
W.,436
WAvegetarian,845
WDGraham,844
WJBscribe,"1,019"
WP,N/A
Wadester16,108
Wagino,N/A
Walls,N/A
Walton77,N/A
Ward20,735
Warlordjohncarter,N/A
Warrah,727
WarthogDemon,849
WatchingYouLikeAHawk,467
Wayward,743
Weaponbb7,736
Webclient101,778
WegianWarrior,735
Weird,N/A
Wenli,820
WereSpielChequers,N/A
WesleyDodds,719
Wexcan,776
Wheelchair,N/A
Whimemsz,488
White,N/A
Whomp,713
Whsitchy,N/A
Wifione,"1,033"
Wik,569
WikiFan04,579
WikiManOne,704
WikiTownsvillian,731
Wikibout,701
Wikidenizen,560
Wikimachine,678
Wikipedian,N/A
Wikipediarules2221,615
Wikipelli,"1,124"
Wikiyuvraj,211
Wildthing61476,N/A
WillOakland,549
Willief,101
Willscrlt,739
Wimt,913
Wingdude88,509
Wireless,N/A
Wistless,212
Wizzy,684
Wjmummert,700
Wobble,606
Wolfnix,N/A
Woodym555,253
Wordbuilder,806
Wotnow,546
Writ,100
Wryspy,N/A
Wtshymanski,896
Wyss,591
XAndreWx,N/A
Xanthoxyl,634
Xbones1000,110
Xdenizen,840
Xenocide321,298
Xevious,682
Xiner,925
Xolatron,609
Xtra,599
Xxanthippe,779
Y,"1,007"
Yagsian,N/A
Yamaguchi先生,"1,108"
Yamanbaiia,657
YankeeFan2006,300
Yao,N/A
Yeepsi,N/A
YellowMonkey,909
Yeltensic42,435
Yid613,588
YixilTesiphon,718
Yngvarr,859
Yom,723
Yongblood,N/A
Yoshaibo,161
Youngamerican,805
Yousou,740
Ysangkok,903
Yummifruitbat,782
Yuser31415,N/A
ZS,649
Zachary,587
Zafiroblue05,656
Zain,339
Zanimum,"1,104"
Zappa.jake,103
Zaxem,608
Zedla,970
Zen-master,577
Zepppep,669
Zereshk,704
Zerorules677,N/A
Zifnabxar,361
Ziphon,576
Znode,643
ZooPro,730
Zoz,611
Zvi,N/A
^demon,100
aibarr,239
ansumang,864
avriette,N/A
bmicomp,856
causa,100
ciphergoth,773
crazytales56297,N/A
danntm,700
delldot,"1,089"
drumguy8800,714
ebe123,957
erachima,816
fngosa,617
gaylemadwin,430
gwernol,945
henrik,968
iMatthew,104
intelati,822
jbolden1517,616
jnothman,727
kelapstick,"1,207"
leahtwosaints,615
macy,844
mcr616,688
mono,972
nathanrdotcom,629
nn123645,769
opt1m4l,112
pevarnj,583
plato,654
riana,"1,101"
seahamlass,N/A
snowolfd4,774
spryde,N/A
tdxiang,742
theoneintraining,573
timecop,591
tone,"1,007"
umdrums,N/A
wackywace,874
wossi,567
xyzzy,N/A
zzuuzz,"1,153"
Érico,742
Ђорђе,100
כתר,414
シ,296
