username,total_score
SlamDiego,751
Sleapaside,159
SlimVirgin,N/A
Slowking,N/A
Sluzzelin,776
Smashville,"1,025"
Smile,N/A
Smith,N/A
Smmurphy,742
Smokizzy,737
Smuuv,152
Snappy,104
Snigbrook,984
Snoutwood,N/A
Snowspinner,N/A
SoWhy,"1,300"
Social,N/A
Sodin,536
Sole,252
Solomon7968,828
SomeDudeWithAUserName,632
Someone65,605
Son,102
Sonicyouth86,557
Sophysduckling,530
Sosomk,635
Sound,110
SouthernComfort,589
Soxrock,675
Sp33dyphil,881
Spacebirdy,406
Spahbod,498
SparksBoy,100
Spasemunki,609
Speakermeonce,135
Spectatrix,528
Spencer.mccormick,707
Spidern,711
Spinboy,699
Splash,"1,087"
Spongefrog,743
Spudinator,395
Squash,622
Sr13,N/A
Srinivas,677
Sssoul,562
StAnselm,N/A
Stalwart111,827
Stanistani,829
Starczamora,768
StaticGull,845
Stbalbach,778
Steel359,102
Stefan2,N/A
Stepanovas,370
Stephenchou0722,656
Stevage,760
SteveRwanda,161
Stevenmitchell,750
Stevietheman,N/A
Sticky,N/A
Stillwaterising,864
Stollery,N/A
Stormie,947
Str4nd,534
Street,N/A
StringTheory11,N/A
Struway2,"1,067"
Stude62,676
Subhash,N/A
Sue,518
Suit-n-tie,N/A
Sumoeagle179,546
SunDragon34,761
Sunholm,653
Suntag,811
SuperFlash101,659
Superflewis,103
Supernerd,N/A
Surplu,434
Susfele,672
Sven,261
Swarm,"1,300"
Swinger222,N/A
SwisterTwister,N/A
Syjytg,424
SynergeticMaggot,103
Szopen,515
T'Shael,102
TBC,109
TCN7JM,846
TFOWR,"1,033"
THFSW,104
TKE,N/A
TPK,599
TRSJ,112
TUXLIE,N/A
TaborL,656
Taemyr,610
Taiwan,N/A
TammamS,259
Tanner-Christopher,672
Taoster,564
Tarheel95,"1,050"
Tasc,532
Tavix,"1,113"
Tazangel,135
Tbo,N/A
Tdrss,695
TechWiz,N/A
Tedder,"1,237"
Tegwarrior,511
Tekleni,468
Telsa,560
TenPoundHammer,N/A
Terence,607
Terrafermat,419
Terrillja,885
Tesscass,654
Tex,567
Tfine80,690
ThaddeusB,"1,106"
Tharnton345,521
Thatcher131,124
The.griffter,277
TheCustomOfLife,700
TheFearow,719
TheHoosierState89,731
TheLateDentarthurdent,651
TheNudge,134
TheParanoidOne,691
TheRanger,751
TheShadowCrow,595
Thebainer,103
Thecurran,730
Thegreenblob,103
Thejerm,614
Themadmullah,201
TheoClarke,751
Theopolisme,"1,021"
Thesevenseas,590
Thincat,917
This,N/A
Thomas,101
Thorpe,677
Threeafterthree,616
Throwawayhack,468
Thunderbrand,719
Ti-30X,440
TigerShark,"1,008"
Tikiwont,"1,028"
Tim.bounceback,111
TimBuck2,534
Timelessness,127
Timmeh,705
Timothymarskell,300
Tinlinkin,743
Tiptoety,"1,100"
Titoxd,"1,018"
Tkalisky,434
Tmh,472
Tnxman307,"1,200"
Toddy1,946
Tohd8BohaithuGh1,909
TomPhan,146
Tomas417,589
Tomcat7,865
Tommyboy1334,N/A
Tomtomn00,101
TonySt,667
Tool2Die4,555
Torchwoodwho,807
TotientDragooned,577
Townlake,589
TrackerTV,102
Train2104,"1,031"
Trapolator,544
Treacka,234
Treebark,601
Trevj,853
Triddle,538
Triplestop,822
Troll,N/A
Troy,N/A
TrulyBlue,826
Truthkeeper88,103
Trödel,"1,004"
Tubular,334
Tukan,N/A
Turcottem,N/A
TurquoiseThreads,394
Tuxide,716
Twas,0
TwinsMetsFan,752
Twrigley,N/A
Type,100
Tzu,100
UTAFA,252
UberCryxic,788
Ucucha,978
Ugur,100
Ulayiti,N/A
Una,N/A
UncleBubba,641
Ungtss,719
Unionhawk,927
Unomi,656
Untifler,713
UpstateNYer,N/A
Ursasapien,687
User,N/A
Usgnus,641
Utgard,N/A
Uzma,N/A
VI,673
VS,N/A
Vadakkan,633
Valentinian,776
Valtoras,410
Vancouverguy,506
Vantine84,710
Vary,901
Vbd,629
VegaDark,"1,093"
Vendettax,604
Verbal,860
Versageek,851
Vhoscythe,560
Vice,N/A
Vickystreater,141
VigilancePrime,657
Vilerage,665
Vinni3,N/A
Vipinhari,990
VirtualDelight,521
Vision,141
Vitriouxc,132
Vivio,N/A
Vladaig,210
Voceditenore,"1,038"
VoiceOfReason,692
Von,N/A
Voyaging,567
Vslashg,669
Vuvar1,554
W1k13rh3nry,632
WBOSITP,N/A
WHEELER,623
WODUP,906
Wackymacs,104
Wafulz,"1,089"
Waldir,N/A
WaltCip,770
Wandering,N/A
Wardhog,322
Warpath,522
Warrior4321,830
Wassupwestcoast,737
Waterfox,102
Wdanwatts,430
Weasel,543
Webwarlock,646
Weighted,N/A
WelcomeAtlas,345
Werdna,904
Werideatdusk33,630
West,N/A
Wezzo,565
Whenaxis,112
Whiskeydog,516
Whiteguru,920
Whosyourjudas,570
Whytye,114
Wiggy!,787
Wiki,N/A
WikiGull,N/A
WikiScholarChad,231
Wikiacc,948
WikidSmaht,655
Wikidudeman,870
Wikiolap,623
WikipedianProlific,636
Wikipedier,N/A
Wikiwind,585
Wilbysuffolk,N/A
Wilfried,N/A
WilliamH,946
Willmcw,N/A
"Willy,",N/A
WindFish,463
Wingsandsword,724
Wisdom89,907
Wizardman,N/A
Wjaguar,152
Wknight94,"1,088"
Wolf530,743
Wonderfool,N/A
Woonpton,269
Worldtraveller,663
Wpktsfs,544
WriterFromAfar755,467
Wsiegmund,747
Ww,618
X!,"1,213"
XF,N/A
XapApp,582
Xcalizorz,606
Xed,732
Xenon54,"1,022"
Xhysa,110
Xiphon,485
Xor24,342
Xtreme,100
Xymmax,"1,161"
YHoshua,678
Yaksar,798
Yamakiri,816
Yamla,"1,049"
Yankeesrj12,541
Yash!,N/A
Yellow,N/A
Yellowdesk,687
Yelyos,653
Yikrazuul,555
Yllosubmarine,715
Yodakii,439
Yomangani,690
Yooden,560
Yossiea,102
YourEyesOnly,632
YowuzaZXWolfie,103
Ytny,778
Yurei-eggtart,595
Yzak,N/A
Zac,N/A
Zachlipton,N/A
Zahakiel,703
Zamkudi,559
Zantastik,724
Zappaz,718
Zazzer,436
Zeibura,N/A
Zenwhat,728
Zer0faults,613
Zero,468
Zginder,812
Zigthel,336
Zleitzen,746
Zoe,837
Zordrac,699
Zscout370,977
Zzuuzz,"1,153"
aaclarkcdr,173
aitias,930
astatine-210,668
beneaththelandslide,651
bookofjude,813
celestianpower,856
coelacan,995
cygnis,N/A
dchall1,894
dlohcierekim,N/A
dtrebbien,623
effeietsanders,694
f-m-t,107
freakofnurture,862
gonads3,105
harej,"1,054"
hmwith,956
iicatsii,533
isis4563,610
jfdwolff,957
joturner,N/A
khfan93,N/A
leujohn,739
malathion,106
methecooldude,104
mrholybrain,616
neo12345292,531
nsaum75,821
oysterguitarist,N/A
philip.t.day,664
pschemp,932
rossnixon,531
seresin,940
sp,"1,004"
stormin',115
the,N/A
thirteen,N/A
tjstrf,N/A
truthspreader,702
untwirl,554
wikipedialuva,879
wrp103,831
yousaf465,703
~K,607
Δ,590
Дунгане,N/A
බිඟුවා,294
龗,322
