User,Participation,total_score,Power Score
Wenli,2801,820.0,0.3310610536978306
Mtking,871,848.0,0.3310247394868809
Pratyya Ghosh,2985,817.0,0.3309373734902815
Stormbay,154,858.0,0.3308566053792579
Heatherawalls,218,857.0,0.3308303085846588
Petrb,492,853.0,0.3308258985097048
Yonatan,678,850.0,0.3307134157580936
Dede2008,123,858.0,0.33068304481221866
Netscott,670,850.0,0.33066862593434154
Polarscribe,113,858.0,0.33062705753252863
Blargh29,174,857.0,0.3305839645540225
K1Bond007,436,853.0,0.33051236974344045
Polargeo,7972,743.0,0.33039669141017314
TCN7JM,881,846.0,0.33031149599734017
Frazzydee,875,846.0,0.33027790362952614
Rehevkor,98,857.0,0.3301584612283781
Where,2499,822.0,0.33013946862042176
TSO1D,1393,838.0,0.3301011216405479
Jwrosenzweig,3703,804.0,0.3299572601720274
Kingjeff,60,857.0,0.3299457095655559
Aditya,7610,747.0,0.32990841342385474
Chensiyuan,391,852.0,0.3298758116002198
Jmajeremy,113,856.0,0.32985782676329783
TheWeakWilled,1184,840.0,0.32970021826425655
MPF,82,856.0,0.3296842661962587
Rossami,148,855.0,0.3296691668575976
Huaiwei,207,854.0,0.32961487642315357
Carter,138,855.0,0.3296131795779076
Dpbsmith,821,845.0,0.32959095693458446
Bmicomp,59,856.0,0.3295554954529715
Cailil,1431,836.0,0.32954464253413934
Wronkiew,1897,829.0,0.32946134207538813
Gran2,712,846.0,0.32936531097057825
ConCompS,93,855.0,0.32936123681930235
Moriori,1316,837.0,0.32928540420231905
JohnFromPinckney,147,854.0,0.3292789527450133
Hghyux,347,851.0,0.3292448521849682
DCEdwards1966,653,846.0,0.3290349860204069
HiDrNick,6967,754.0,0.32900073903209187
nixeagle,300,851.0,0.3289817119704249
SPUI,1193,838.0,0.32898137604674677
FrankTobia,3385,806.0,0.3289460954471144
Ilyushka88,430,849.0,0.3289403158371649
Cassianto,218,852.0,0.32890723166158187
WacoJacko,1096,839.0,0.3288229148183686
elcobbola,2262,822.0,0.32881257009176745
Gwalla,189,852.0,0.3287448685504807
Wwoods,119,853.0,0.32873757297726575
Kendrick7,186,852.0,0.3287280723665737
Asenine,10892,696.0,0.32866805400274596
Evercat,377,849.0,0.3286435832548076
Till,508,847.0,0.3286077858495165
Philcha,1153,837.0,0.32837281154337117
Semperf,3145,808.0,0.32837163150378385
4twenty42o,121,852.0,0.32836415504858835
Haploidavey,185,851.0,0.3283378582539893
Cyclopia,665,844.0,0.32833293998680424
Brighterorange,101,852.0,0.32825218048920823
Siawase,159,851.0,0.32819229132679517
D.M.N.,2267,820.0,0.3280713329623817
LonelyBeacon,617,844.0,0.328064201044292
Gentgeen,548,845.0,0.328062504199046
Martyman,62,852.0,0.328033830098417
JavierMC,124,851.0,0.32799633584787996
Nixeagle,117,851.0,0.3279571447520969
Lid,307,848.0,0.3278670569123618
SirFozzie,1669,828.0,0.3278002167138395
Dustimagic,1595,829.0,0.3277705262287485
Aua,345,847.0,0.3276951931905686
Happyme22,481,845.0,0.3276873894251226
Pdeitiker,47,851.0,0.32756523379426655
Kmhkmh,182,849.0,0.3275518313008515
Dralwik,41,851.0,0.3275316414264525
Dirtlawyer1,2649,813.0,0.3275177393542341
Rhobite,2095,821.0,0.32749296713632814
CastAStone,648,842.0,0.32746853084210037
ZacBowling,5,851.0,0.3273300872195683
Davidruben,825,839.0,0.32730565953876817
Wl219,319,846.0,0.3271650108787591
SheepNotGoats,508,843.0,0.32706932431105495
Edokter,644,841.0,0.32706152054560894
Jza84,975,836.0,0.32699162258027287
SWAdair,2761,810.0,0.32699095073291656
Elvey,71,849.0,0.3269303724962919
Thorncrag,266,846.0,0.3268682782964018
Strikehold,122,848.0,0.32683129223809576
PseudoSudo,2663,811.0,0.3268268907765694
Evilgohan2,669,840.0,0.32681687336021875
Narthring,367,844.0,0.32666451905204064
Rune.welsh,2338,815.0,0.3265457657251042
Readro,69,848.0,0.3265345596557385
Pedant,1623,825.0,0.3263888290734191
Schutz,454,842.0,0.32638237761611333
IvoShandor,722,838.0,0.3263443751733452
Davidgothberg,92,847.0,0.32627871501441025
Carbonite,5917,762.0,0.32619899774155925
Canadian-Bacon,3028,804.0,0.3261781187929487
DropDeadGorgias,1511,826.0,0.32614638692550596
Ganfon,7620,737.0,0.32611824685739094
Acdixon,121,846.0,0.32605646274089606
Doctree,3483,797.0,0.32603323232653847
Sumsum2010,997,833.0,0.3259609484417448
Merope,1806,821.0,0.32587493475328555
Noleander,149,845.0,0.3258286117394128
Jsayre64,214,844.0,0.3258079136727828
bookofjude,2343,813.0,0.32580452859571846
Warrior4321,1170,830.0,0.3257756822265366
Bunchofgrapes,4184,786.0,0.3257271714020421
Saxifrage,128,845.0,0.32571103845206373
Anthere,195,844.0,0.3257015378413717
Ansh666,125,845.0,0.3256942422681567
Cynical,7471,738.0,0.3256686517746245
Jedi6,5065,773.0,0.3256596507427359
gwickwire,1216,829.0,0.32564860832849546
StaticGull,86,845.0,0.3254758918773655
L'Aquatique,2421,811.0,0.3254719986080701
Icairns,16,846.0,0.3254685963041505
Coasterlover1994,1523,824.0,0.3254443408919032
Gryllida,146,844.0,0.32542720017089044
Barneca,3981,788.0,0.32535986039356474
Miquonranger03,746,835.0,0.32532489849075524
Multixfer,321,841.0,0.3252531314116202
LeyteWolfer,175,843.0,0.32520494789737614
Dar-Ape,3938,788.0,0.3251191150908975
CultureDrone,279,841.0,0.32501798483692196
Townlake,17590,589.0,0.3250144877852983
Badbilltucker,1442,824.0,0.32499084392641375
Ramitmahajan,136,843.0,0.32498659750658493
Picaroon,1166,828.0,0.3249840565454298
Hi878,8633,719.0,0.3248666813669165
Func,2638,806.0,0.32476384565426736
WDGraham,27,844.0,0.3247609515425788
Surachit,23,844.0,0.3247385566307028
Wangi,1937,816.0,0.32468529119414835
Saalstin,394,838.0,0.32450799239951145
Marskell,7401,736.0,0.32450751004756334
Improv,2306,810.0,0.3244435295070191
Tango,1135,827.0,0.32442588059377525
Encephalon,6492,749.0,0.3244182663237374
Ezeu,228,840.0,0.3243478343258873
Android79,3250,796.0,0.32434411332514484
Dppowell,495,836.0,0.3243042331551502
IceKarma,464,836.0,0.32413067258811107
Skudrafan1,51,842.0,0.3241260902446041
Jheald,323,838.0,0.32411048271371207
Digitalme,7693,730.0,0.32383464630682063
Frmatt,265,838.0,0.32378575649150976
Themindset,8289,721.0,0.32370994971480943
Nishidani,182,839.0,0.32370567745469764
KJS77,35,841.0,0.32365189521248466
CWenger,238,838.0,0.3236345908363466
Dainomite,1816,815.0,0.32362322972528335
Seahorseruler,165,839.0,0.32361049907922457
CharlieDelta,136,839.0,0.3234481359681234
Smtchahal,267,837.0,0.32341233856283236
Peter,851,828.0,0.3232204572351931
Fusionmix,2156,809.0,0.3232191049270529
Coralmizu,76,839.0,0.3231122122899831
Wsiegmund,6388,747.0,0.3230667678457301
Blaxthos,341,835.0,0.32305741366330804
Sam,331,835.0,0.32300142638361795
Yannismarou,1151,823.0,0.3229769987028178
TheKMan,4579,773.0,0.3229386689497992
Peripatetic,41,839.0,0.3229162568110679
David Shankbone,1963,811.0,0.3229077811982656
LuciferMorgan,311,835.0,0.32288945182423784
RadManCF,2628,801.0,0.32278478145150036
Chrism,287,835.0,0.3227550823529817
Kesac,5,839.0,0.32271470260418367
Allmightyduck,2261,806.0,0.3226531252099523
Mark,2663,800.0,0.3225961215458002
Cdogsimmons,51,838.0,0.32258762870614255
Zginder,1835,812.0,0.32257575940284827
Ouro,1832,812.0,0.32255896321894123
Gongshow,456,832.0,0.32254742122589747
Kcordina,249,835.0,0.32254233069015953
Shoessss,8286,718.0,0.3225393073770562
TantalumTelluride,10407,687.0,0.32249113247623984
Nunh-huh,853,826.0,0.32246242392190033
Javert,1732,813.0,0.32238370580665615
HarlandQPitt,13,838.0,0.32237487704332035
Stepshep,1382,818.0,0.3223472279405811
Mathmo,1301,819.0,0.3222783463597071
Jorgath,1982,809.0,0.32224492626044593
Solumeiras,400,832.0,0.3222338924596332
Legolas2186,811,826.0,0.32222727734720213
CarTick,123,836.0,0.3222215063506802
Kwekubo,54,837.0,0.3222198095054342
Hekerui,245,834.0,0.3221353203936681
MeegsC,105,836.0,0.3221207292472381
JamesLucas,171,835.0,0.3221056299085771
GRBerry,5936,751.0,0.32207460434220114
Coolcaesar,80,836.0,0.321980761048013
BigrTex,353,832.0,0.3219707522450899
Manishearth,215,834.0,0.3219673585545979
M1ss1ontomars2k4,1994,808.0,0.3219274956114586
Bratsche,6939,736.0,0.32192089772588284
Pseudo-Richard,135,835.0,0.3219040757016929
ArnoldReinhold,108,835.0,0.3217529100465298
SiobhanHansa,88,835.0,0.32164093548714967
Sreejithk2000,19,836.0,0.32163923864190364
Titopao,84,835.0,0.3216185405752736
Synchronism,82,835.0,0.32160734311933564
Nephron,7907,721.0,0.3215712356306493
Solipsist,340,831.0,0.3215133533968775
Peter.C,1300,817.0,0.32150351686250733
Xdamr,387,830.0,0.3213918782268053
Giants2008,1142,819.0,0.3213881486126352
Halibutt,1073,820.0,0.3213864517673892
Caesura,106,834.0,0.3213570972059763
99of9,1057,820.0,0.3212968721198851
QuackGuru,1356,815.0,0.3210478148595408
Ilyanep,2654,796.0,0.3210072714556176
Poeticbent,235,831.0,0.3209254869601319
Wikibofh,301,830.0,0.32091038762147084
Antidiskriminator,227,831.0,0.32088069713637984
Arunram,86,833.0,0.32086050726198084
Darkfrog24,139,832.0,0.32077262445972277
Beeswaxcandle,204,831.0,0.32075192639309275
Trey,742,823.0,0.32068711896349456
EnDaLeCoMpLeX,188,831.0,0.32066234674558863
Avala,244,830.0,0.32059126012723754
ikiroid,1605,810.0,0.32051882120074626
Yandman,3388,784.0,0.32050135316948297
Patstuart,2215,801.0,0.32047250680030115
JHMM13,2695,794.0,0.320467588533116
Bookofjude,1389,813.0,0.32046334211328725
GabeMc,4602,766.0,0.32037513200077866
Wrestlinglover,124,831.0,0.3203040281555723
Afil,117,831.0,0.32026483705978925
Kraxler,2176,801.0,0.32025415640950994
Jwillbur,45,832.0,0.32024634403063623
wrp103,98,831.0,0.32015846122837816
Portillo,159,830.0,0.3201153682498721
EdChem,769,821.0,0.3200690538494269
ResidentAnthropologist,2074,802.0,0.3200677015412867
Agüeybaná,4681,764.0,0.32004820074109935
Crockspot,1098,816.0,0.3199879584281528
EngineerScotty,67,831.0,0.319984900661339
Staberinde,1708,807.0,0.31994164402770764
Dengero,125,830.0,0.3199250114989259
Karenjc,1018,817.0,0.3199246755752478
STSC,118,830.0,0.31988582040314284
Menchi,319,827.0,0.3198573185710668
HornetMike,178,829.0,0.3198371286966678
Indon,167,829.0,0.31977554268900876
Mav,282,827.0,0.3196501656362136
Qxz,64,830.0,0.31958348909281653
Bullzeye,609,822.0,0.3195578727590015
Sf46,532,823.0,0.31951138609000346
Butseriouslyfolks,50,830.0,0.31950510690125045
Seduisant,118,829.0,0.31950120501852747
Demiurge1000,3002,787.0,0.31949409032729303
Stubbleboy,3477,780.0,0.3194611784202629
Codf1977,1252,812.0,0.3193117009969181
Masterhatch,77,829.0,0.31927165717179823
Warrah,7081,727.0,0.31925437863594314
Arichnad,266,826.0,0.31917597060409414
Valentinian,3682,776.0,0.3190704561154475
Solomon7968,106,828.0,0.31904940489828404
Jbmurray,2975,786.0,0.3189583092875145
Wikid77,1050,814.0,0.3189499887164098
BMRR,151,827.0,0.3189167322722739
GamerPro64,335,824.0,0.31879305206472475
Decumanus,865,816.0,0.31868345481137456
JohnnyMrNinja,102,827.0,0.31864239460179267
Davodd,236,825.0,0.31862339338040857
Yamakiri,851,816.0,0.31860507261980847
Chalst,576,820.0,0.3186038839667935
Dureo,9841,685.0,0.31855302167655203
TrulyBlue,147,826.0,0.31850972197578253
Matthewedwards,950,814.0,0.3183901159195093
Ocee,602,819.0,0.3183648355093723
Jackyd101,117,826.0,0.31834176013671234
Chrisjnelson,47,827.0,0.31833446456349734
Knucmo2,3614,775.0,0.3183051272289397
Hassocks5489,88,826.0,0.3181793970256112
Scolaire,84,826.0,0.31815700211373515
MrRadioGuy,357,822.0,0.3181469933108121
TaerkastUA,147,825.0,0.3181251065911671
SD5,696,817.0,0.318121885169228
Duncharris,1794,801.0,0.31811544232534983
Harro5,3219,780.0,0.3180167066042595
Kheider,57,826.0,0.318005836458572
Jaxl,8565,702.0,0.3179475063265626
Jguk,1688,802.0,0.3179065925452506
Lucky102,651,817.0,0.3178699424106228
Cptnono,1200,809.0,0.3178667209886837
Guyinblack25,371,821.0,0.31784076011776274
Angryapathy,349,821.0,0.31771758810244466
Loonymonkey,124,824.0,0.3176117204632646
ThinkBlue,4168,765.0,0.3175606686776149
Jtkiefer,4372,762.0,0.31754896302944585
Mauler90,376,820.0,0.31748413837299244
Trident13,155,823.0,0.31740066564568836
KoshVorlon,222,822.0,0.31739116503499637
Nard the Bard,147,823.0,0.31735587582193636
Jersyko,3289,777.0,0.31725477140824376
Noroton,1084,809.0,0.31721726854427906
Jmcw37,925,811.0,0.3170963015664379
Raven4x4x,4206,763.0,0.3170041895712063
AP1787,130,822.0,0.31687608206184786
Morgan695,58,823.0,0.31685758903269484
Savidan,4589,757.0,0.31684081007564313
Tompw,55,823.0,0.31684079284878786
Reedy,801,812.0,0.3167866746828966
Cla68,4916,752.0,0.316748517198431
Becksguy,991,809.0,0.31669658684316154
Moeron,435,817.0,0.3166606171693176
DFS454,700,813.0,0.3166058185426425
TallNapoleon,149,821.0,0.31659784250864353
Aecis,345,818.0,0.3165413470367225
Lionelt,340,818.0,0.3165133533968775
GainLine,64,822.0,0.3165065660158935
Bmg916,131,821.0,0.31649706540520145
Colin,405,817.0,0.31649265533024745
Anonimu,60,822.0,0.3164841711040175
Cntras,539,815.0,0.3164736541088634
Brad101,262,819.0,0.3164612679999104
Gdr,181,820.0,0.31639238641903633
Chutznik,798,811.0,0.31638526311437426
Switchercat,97,821.0,0.31630670865425525
nsaum75,95,821.0,0.3162955111983173
Gmaxwell,4281,760.0,0.3162702480150356
Agamemnon2,706,812.0,0.3162547955258411
Damirgraffiti,421,816.0,0.31619761959313614
Cohesion,1170,805.0,0.316160297611152
DGaw,266,818.0,0.31609904752717105
Jnc,189,819.0,0.316052560858173
Tarret,325,817.0,0.316044757092727
Moogwrench,667,812.0,0.3160364451350499
Dekkappai,1480,800.0,0.31597282635846674
Benzband,296,817.0,0.3158823939816259
とある白い猫,155,819.0,0.3158622041072268
Vsion,1044,806.0,0.31583947327167267
CRGreathouse,212,818.0,0.3157967162168448
Nousernamesleft,7493,712.0,0.31579182378994264
Katalaveno,6868,721.0,0.31575415727085265
BigHairRef,60,820.0,0.3157149403347867
Jorgenev,1776,795.0,0.31570697291421546
Suntag,676,811.0,0.3157022183021556
Wjhonson,51,820.0,0.31566455178306563
Kylu,4720,752.0,0.31565116651650593
Dylanfromthenorth,229,817.0,0.3155072792077025
N419BH,1185,803.0,0.3154750477614563
LikeLakers2,151,818.0,0.31545519381073545
Quasihuman,123,818.0,0.3152984294276033
Veinor,117,818.0,0.31526483705978925
Gateman1997,733,809.0,0.31525211502715816
JetBlast,113,818.0,0.31524244214791325
Nathan Johnson,2988,776.0,0.3151849389049577
RMHED,11565,651.0,0.3151283056181943
Timeshift9,226,816.0,0.3151058676391801
LukeTheSpook,1872,792.0,0.3150906046453938
Crossmr,341,814.0,0.31498049058638494
Dysepsion,340,814.0,0.31497489185841593
Sluzzelin,2949,776.0,0.3149665885141665
Billreid,269,815.0,0.3149619975572319
Grendelkhan,59,818.0,0.31494011083758694
Gungadin,468,812.0,0.3149222982692178
Johnfos,1480,797.0,0.31481898020462057
@pple,4958,746.0,0.3146759714654369
Agne27,899,805.0,0.3146430423315515
Yksin,337,813.0,0.3145734802898935
SFGiants,745,807.0,0.3145500689935554
LouriePieterse,468,811.0,0.31453768288460243
Rray,43,817.0,0.3144659158054675
Lagrange613,445,811.0,0.31440891214131533
Webclient101,2708,778.0,0.31438652584286697
T,920,804.0,0.31437600023428525
Djegan,94,816.0,0.31436683554727135
Turgidson,86,816.0,0.3143220457235193
ABCD,1115,801.0,0.31431390603439513
Cricket02,977,803.0,0.3143105123439031
MrDarcy,895,804.0,0.3142360320350601
erachima,59,816.0,0.31417088006835614
Arxiloxos,599,808.0,0.314117270094696
Artaxiad,527,809.0,0.314098777065543
Hamiltonstone,801,805.0,0.31409436699058896
Babajobu,1828,790.0,0.31407502984552677
Texture,2422,781.0,0.31393913579757754
CattleGirl,1935,788.0,0.3139048629689796
Dmadeo,140,814.0,0.31385514626461486
Duk,7695,704.0,0.31384584376275865
Nifboy,57,815.0,0.31377506722780274
ThuranX,867,803.0,0.3136946522673125
Sdsds,87,814.0,0.31355841368225756
Topbanana,147,813.0,0.31350972197578253
Isotope23,4645,747.0,0.3133081849957536
Bluemask,39,814.0,0.3132896747397453
Iamunknown,1960,786.0,0.313275600398974
Steve2011,31,814.0,0.3132448849159932
Essexmutant,2846,773.0,0.3132360733795128
Cool3,3600,762.0,0.31322674503737363
Yaksar,1121,798.0,0.313193652248363
Dcoetzee,151,812.0,0.3131475015030431
Craw-daddy,560,806.0,0.313129688934674
Bahamut0013,555,806.0,0.313101695294829
Saforrest,208,811.0,0.313082013612661
WikiCopter,128,812.0,0.313018730759756
KelleyCook,57,813.0,0.313005836458572
Jackaranga,173,811.0,0.31288605813374587
ConfuciusOrnis,578,805.0,0.3128458506535008
Reddi,156,811.0,0.31279087975827274
Khaosworks,352,808.0,0.31273438428635164
Kevinalewis,77,812.0,0.3127331956333367
Greglocock,75,812.0,0.3127219981773987
Obli,1241,795.0,0.31271165345079754
Dan653,73,812.0,0.3127108007214607
Fabartus,480,806.0,0.3126817906971536
Sbharris,1286,794.0,0.31257898082478736
Mysekurity,2588,775.0,0.3125608323327401
Brichcja,113,811.0,0.31255013445560553
Samboy,238,809.0,0.3124807446825005
SpK,234,809.0,0.3124583497706244
Hughcharlesparker,5454,733.0,0.3124529405380636
Quantpole,970,798.0,0.31234824432504316
Craigy144,341,807.0,0.3122881828940772
Jergen,65,811.0,0.31228139551309325
Dsmdgold,62,811.0,0.31226459932918627
LedgendGamer,538,804.0,0.3122372861501252
ChrisGriswold,191,809.0,0.3122176044679572
CycloneGU,188,809.0,0.31220080828405017
Jaysweet,188,809.0,0.31220080828405017
Darkspots,4151,751.0,0.31208087491752645
JRG,234,808.0,0.312073734386009
Acps110,2772,771.0,0.3120525367405756
Eclipsed,161,809.0,0.312049642628887
Surajt88,1396,791.0,0.31204099474753183
Lentower,87,810.0,0.312019952143796
Bloom6132,220,808.0,0.3119953521944429
Hojimachong,632,802.0,0.31199433580998087
Ikip,3158,765.0,0.3119059534289194
Andromedabluesphere440,4393,747.0,0.31189730554756423
MacMed,1919,783.0,0.3118922063983986
Sannse,2050,781.0,0.3118564089931075
Yoninah,47,810.0,0.3117960030250358
Kelly,448,804.0,0.31173340063291466
Jim62sch,6218,720.0,0.31173036870638376
Tregoweth,87,809.0,0.31163533675918065
Zaian,85,809.0,0.3116241393032426
Denni,212,807.0,0.31156594698607554
RobertMfromLI,486,803.0,0.3115615369111215
MisterHand,1235,792.0,0.31152421492913734
ImperfectlyInformed,1371,790.0,0.3115164111636913
Eequor,101,808.0,0.3113291035661313
Torchwoodwho,167,807.0,0.3113140042274703
Dev920,2293,776.0,0.31129382296649893
Ram-Man,2624,771.0,0.3112239250011628
RevRagnarok,150,807.0,0.31121882585199717
Krator,4940,737.0,0.31111365590045637
Dmn,2807,768.0,0.31109464606564463
Silensor,7134,705.0,0.31108957275676197
Wordbuilder,171,806.0,0.3109517837547309
TheGrappler,438,802.0,0.31090818258399383
Isopropyl,1123,792.0,0.3108971573966087
AstroHurricane001,2634,770.0,0.31089529689623746
ais523,2078,778.0,0.31085932722239357
Saberwyn,139,806.0,0.31077262445972276
Ligulem,4380,744.0,0.310670675930121
LittleOldMe,180,805.0,0.3106175569218366
Triona,5812,723.0,0.31061113130481366
Striver,723,797.0,0.31058074313208345
Jareha,96,806.0,0.3105318791570555
SamuelTheGhost,94,806.0,0.3105206817011175
Ypnypn,154,805.0,0.3104719899946425
Korg,149,805.0,0.3104439963547974
Bzweebl,2408,772.0,0.310399215144473
S@bre,127,805.0,0.31032082433947933
Collect,5471,727.0,0.3102404266058444
Borgarde,176,804.0,0.3102105466253452
Noommos,305,802.0,0.3101635517641161
Akhilleus,3392,757.0,0.3101391326967436
Grim23,82,805.0,0.3100688815808741
PSUMark2006,81,805.0,0.3100632828529051
Holderca1,355,801.0,0.310058872777951
Pinball22,557,798.0,0.31003596967384395
TheLetterM,7,806.0,0.310033592367814
Slrubenstein,1716,781.0,0.3099864338514597
Zaxem,13598,608.0,0.3099720580407208
ClemRutter,63,805.0,0.30996250574946294
Ihcoyc,255,802.0,0.30988361536566583
Dangerous-Boy,861,793.0,0.30981490605334466
Scheinwerfermann,98,804.0,0.3097738458437628
Minkythecat,2227,773.0,0.30977046076669845
H2g2bob,95,804.0,0.3097570496598558
St.daniel,1259,787.0,0.30973550747731654
Mtmelendez,2422,770.0,0.30970836656680834
GHcool,222,802.0,0.30969885734268865
ArmadilloFromHell,11,805.0,0.30967137189507465
Demize,217,802.0,0.30967086370284364
Rossrs,50,804.0,0.3095051069012505
Badgernet,183,802.0,0.30948050695189744
Greyhood,306,800.0,0.30939991972285436
Atethnekos,153,802.0,0.3093125451128273
Exec8,84,803.0,0.30931084826758126
Elf,284,800.0,0.30927674770753627
ShakespeareFan00,350,799.0,0.3092616483688752
LaMenta3,341,799.0,0.30921125981715414
Manxruler,531,796.0,0.30912117197741906
Emperor,113,802.0,0.3090885959940671
RandomStringOfCharacters,111,802.0,0.30907739853812904
Capitalistroadster,1896,776.0,0.3090711279628038
SkerHawx,35,803.0,0.3090365105971
Panoptical,33,803.0,0.309025313141162
Oakshade,1514,781.0,0.3088554908017206
RasputinAXP,811,791.0,0.30876573888566367
Ausir,116,801.0,0.3087207767933587
GhostPirate,101,801.0,0.30863679587382364
NintendoFan,1053,787.0,0.30858216951570144
CardinalDan,22,802.0,0.3085791117488876
Matthead,295,798.0,0.3085691029459645
SpLoT,356,797.0,0.3085260099674585
Wctaiwan,949,788.0,0.30838451719154025
Redux,3971,744.0,0.3083807961907977
Domer48,325,797.0,0.3083524494004193
Ed!,46,801.0,0.3083288658355283
Hmrox,234,798.0,0.30822758053985516
Sirex98,2831,760.0,0.3081520924599777
Irbisgreif,4062,742.0,0.30812104966674647
MatthewUND,70,800.0,0.30807861992216906
Str1977,674,791.0,0.3079987131539099
Skeezix1000,941,787.0,0.3079551119831728
LAX,1067,785.0,0.3078913209380367
tdxiang,4019,742.0,0.30788030436407926
NVO,5391,722.0,0.307869451445247
Fennec,1603,777.0,0.30781531605250056
Elipongo,73,799.0,0.3077108007214607
Zalgo,1366,780.0,0.30764226367769243
Gadget850,188,797.0,0.30758542366866554
Frickeg,114,798.0,0.30755573318357454
Shimeru,2850,758.0,0.307489237522158
Infrangible,6542,704.0,0.30739051041449533
Steinsky,78,798.0,0.3073541789766903
Quantumobserver,383,793.0,0.30713871408416005
TedE,2856,757.0,0.30713821450535667
Erik9,2573,761.0,0.3070922360285897
Oldag07,293,794.0,0.30701944395156494
Mrmatiko,565,790.0,0.3070038364206729
Flowerparty,2961,755.0,0.3069568501728715
Chrisieboy,64,797.0,0.30689118140050886
NonvocalScream,1506,776.0,0.3068876240548916
DrBat,63,797.0,0.30688558267253985
Atlan,612,789.0,0.30688236125060075
AxelBoldt,119,796.0,0.3068144960541888
Hazard-SJ,166,795.0,0.3066930208841167
Chris.urs-o,509,790.0,0.3066903076544086
Doc9871,1608,774.0,0.30668946353849946
Dissolve,1120,781.0,0.3066495919819324
Tizio,428,791.0,0.3066214260735346
Subwayguy,84,796.0,0.3066185405752736
Ombudsman,3104,752.0,0.3066036221185931
AlasdairGreen27,628,788.0,0.3065873255134895
Kansan,2961,754.0,0.30657223478825607
Liquidluck,1425,776.0,0.3064341270894022
Raeky,109,795.0,0.30637389338988336
Oberiko,166,794.0,0.3063084054995013
Bedivere,2292,763.0,0.3062882242385299
Fabricationary,978,782.0,0.3062391879949491
M.nelson,151,794.0,0.3062244245799662
Djembayz,218,793.0,0.3062149239692742
EdGl,80,795.0,0.30621153027878223
Finell,114,794.0,0.306017271645113
JayJ47,170,793.0,0.3059461850267619
deeptrivia,2023,766.0,0.3059360125687136
Sd31415,6534,700.0,0.3058072590522818
Spongefrog,3566,743.0,0.3057286959787352
Wildhartlivie,197,792.0,0.3057127352973097
Claritas,944,781.0,0.30566421585938747
Cnwb,597,786.0,0.3056445341772196
Nickptar,1615,771.0,0.30557480848043633
WebHamster,32,794.0,0.3055581759516545
MickMacNee,993,780.0,0.3055539381452534
Otisjimmy1,1258,776.0,0.30549913951857827
UberCryxic,432,788.0,0.3054899748315644
AerobicFox,493,787.0,0.3054468818530584
BlankVerse,4321,731.0,0.30534035097994966
Wolfkeeper,60,793.0,0.3053303249501713
Canyouhearmenow,810,782.0,0.3052986016961562
Sundar,935,780.0,0.3052292119230511
Intothatdarkness,4636,726.0,0.3051808733671095
Poltair,433,787.0,0.30511095817491807
Xxanthippe,967,779.0,0.3050237558334439
Excesses,135,791.0,0.30498099877861595
Secondarywaltz,63,792.0,0.30496250574946293
Freestylefrappe,5439,713.0,0.3046766519262208
GlobeGores,399,786.0,0.3045359860393565
Sebleouf,116,790.0,0.3044900075625894
Argyriou,3962,734.0,0.3044842537929229
Scm83x,590,783.0,0.3044514969275904
Revolution1221,106,790.0,0.3044340202828994
Julle,922,778.0,0.30438719769022327
Ev,85,790.0,0.30431644699555027
Jaksmata,359,786.0,0.3043120369205963
DougsTech,5786,707.0,0.3043117182237734
Kindzmarauli,903,778.0,0.30428082185881217
Nwwaew,1032,776.0,0.30423382699758306
Springeragh,5491,711.0,0.3041985550113784
Chowbok,119,789.0,0.3041221883618811
Murgh,1280,772.0,0.30408384999543486
Srose,4507,725.0,0.30407402207449236
Runcorn,4700,722.0,0.30400073041866427
Wiggy!,219,787.0,0.3039128303895509
Mustafaa,350,785.0,0.30387703298425983
Yoenit,474,783.0,0.30380204448318576
Leujohn,3496,739.0,0.30379832348244323
Lethe,3146,744.0,0.30376184561636826
AlexWaelde,192,787.0,0.30376166473438776
Xnuala,3348,741.0,0.3037389425122612
AndyZ,1282,771.0,0.3037104320667575
Tellyaddict,2512,753.0,0.30367379054555727
RadicalBender,792,778.0,0.30365936305425256
IceUnshattered,3600,737.0,0.30361136042198905
Equendil,228,786.0,0.30357860355665656
Alzarian16,4205,728.0,0.3035370523816989
Jonathan321,1102,773.0,0.3034718918015673
JimMillerJr,2813,748.0,0.303435930741151
Mrathel,1367,769.0,0.30341709317489224
PaleAqua,2517,752.0,0.3033171688007869
Timotab,379,783.0,0.3032701653261302
Extremepro,85,787.0,0.30316260084170416
Ryan,347,783.0,0.30309100603112205
Renaissancee,1578,765.0,0.3030599632378908
Porchcorpter,750,777.0,0.30303960109493894
Akendall,130,786.0,0.303029928215694
Vishnava,3548,736.0,0.30293561118298534
Thompson.matthew,1326,768.0,0.30280292994354757
Literaturegeek,1638,763.0,0.30262665614680034
EnigmaMcmxc,114,785.0,0.30255573318357454
Elaragirl,3823,731.0,0.30255218445138493
Avenue,1966,758.0,0.3025399619975572
E2eamon,587,778.0,0.3025116238206064
RG2,369,781.0,0.3024449472772094
Vertium,2017,757.0,0.3024408817393611
Cargoking,911,773.0,0.3024025347594873
Vecrumba,488,779.0,0.30234196513629025
Thunderbrand,4609,719.0,0.3023374000196386
thedemonhog,2408,751.0,0.30232229206754996
Mário,755,775.0,0.30229836396555315
Gsingh,204,783.0,0.30229038793155427
Fbv65edel,195,783.0,0.3022399993798332
GerardM,247,782.0,0.3021465178496061
Guest9999,3882,729.0,0.3021132786323255
